"Date","1706020501","1706020502","1706020503","1706020504","1706020505","1706020506","1706020507","1706020508","1706020509","1706020510","1706020511","1706020512"
1990-01-01,1.32575696154445,0.291625867626125,0.239190884408284,0.600323674743079,0.0873441038623351,0.492500524816586,0.176430044944867,0.12990864484178,0.0609446957086416,0.0265646024333843,0.0730697609316958,0.240415901486133
1990-01-02,1.36049155182077,0.324427997821002,0.2865811302857,0.766910782545684,0.219210953702673,0.634746419026659,0.346999799808658,0.223274858599775,0.187789492786903,0.059257039912061,0.122546441132631,0.480623690084058
1990-01-03,2.50286212888075,1.24456149697074,0.801195827542237,1.29476649367468,0.855371843349422,1.08145440915337,0.241319313095208,0.470305120682921,0.326641753853873,0.184503864597974,0.271685380145813,0.341939520375646
1990-01-04,2.93600428079525,1.67034225454303,1.06398411707222,1.6428491343853,1.11803498040046,1.34793068079867,0.430143095073635,0.739709767085171,0.730116978437266,0.440461353828221,0.758172362817811,0.554670703917937
1990-01-05,1.78354535689514,1.15624099235957,0.610341283741624,1.21914846863075,0.757449782508136,1.22082353452985,0.51385788787864,0.843727143856262,1.25739156623523,0.609877904128434,1.04708653148951,0.721990751370389
1990-01-06,0.822665704154576,0.57514023772233,0.24806746972238,0.756454236437242,0.297066074993569,0.632939812829168,0.267334560379757,0.38231450411548,0.814075598420685,0.331087131401321,0.534796958083825,0.510473959183923
1990-01-07,0.820736211136922,0.555931636168998,0.242905202587983,0.726791517094634,0.269209819377028,0.617372432242667,0.211750616182194,0.34110513122789,0.736481575926402,0.21707288559447,0.428658956331538,0.496248431137592
1990-01-08,1.02435815574681,0.710610174182375,0.319245697753979,0.693415745495361,0.231477447943087,0.599588905670962,0.200174853846027,0.33794772623705,0.716958940615276,0.174707686749906,0.364277952998132,0.529826805431439
1990-01-09,0.652544518587138,0.382035589668798,0.204975089873441,0.470752262535194,0.169383862545774,0.520946518554404,0.153410189302255,0.288559669344426,0.668118267168642,0.156661538733366,0.278224094151629,0.474169144665352
1990-01-10,0.64047166530097,0.401780501811744,0.246641082064063,0.450858050964419,0.207156847275161,0.553370398869958,0.246970611309222,0.417070626148675,0.816090940185151,0.240421206603996,0.3388154337709,0.623053046681338
1990-01-11,0.651163849135184,0.415300649852099,0.269709163167479,0.463294177145931,0.20202147189836,0.530893926035339,0.194318870344919,0.327374225418857,0.773746754215745,0.228696824080305,0.296932413295976,0.567372022035181
1990-01-12,0.671920911919379,0.453379847558264,0.304172945976066,0.49666795748289,0.215905828846632,0.582285557106739,0.241657177851543,0.37417594251985,0.87874431922451,0.22852884428458,0.306031683465089,0.629824623095218
