Tag Code,Release Site Name,Mark Date,Mark DOY,Mark Length mm,Mark Weight g,Release Temp. C,Recap Date,Recap DOY,Recap Site,Recap Length mm,Recap Weight g,Total days,Growth_FL,Growth_Wt
3D9.1BF1CC0A09,Camas Creek,8/8/2003,220,58,2.5,16,5/3/2004,124,Little Goose,110,12.7,269,52,10.2
3D9.1BF15D411A,Camas Creek,8/9/2002,221,58,2.3,13,5/30/2003,150,Little Goose,105,13.1,294,47,10.8
3D9.1C2E02ED08,Camas Creek,7/30/2013,211,58,3,16,5/25/2014,145,Lower Granite,111,15.8,299,53,12.8
3D9.1BF1F6CC3E,Camas Creek,8/7/2004,220,58,3.2,14,5/24/2005,144,Little Goose,119,16.7,289,61,13.5
3DD.0077456445,Camas Creek,7/28/2014,209,58,2.9,12.5,4/25/2015,115,Lower Granite,114,16.6,271,56,13.7
384.1B7976DA26,Camas Creek,7/16/2015,197,59,2.4,14.5,4/22/2016,113,Lower Granite,99,9.7,281,40,7.3
3D9.1BF23E9646,Camas Creek,8/8/2005,220,59,2.5,17,4/27/2006,117,Little Goose,98,10.4,262,39,7.9
3D9.1BF15D2E25,Camas Creek,8/9/2002,221,59,2.6,13,6/2/2003,153,Little Goose,102,11.1,297,43,8.5
384.1B7976EF9F,Camas Creek,7/16/2015,197,59,2.9,14.5,5/9/2016,130,Lower Granite,109,12.3,298,50,9.4
3D9.1BF1F747D6,Camas Creek,8/7/2004,220,59,2.9,14,5/30/2005,150,Little Goose,106,12.9,295,47,10
3D9.1BF1CAEDAE,Camas Creek,8/8/2003,220,59,2.2,10,5/11/2004,132,Little Goose,107,12.4,277,48,10.2
3DD.0077460F4A,Camas Creek,7/28/2014,209,59,2.3,12.5,4/26/2015,116,Lower Granite,106,12.7,272,47,10.4
3D9.1BF1CB1579,Camas Creek,8/8/2003,220,59,2.8,16,6/7/2004,159,Little Goose,115,15.6,304,56,12.8
3D9.1BF1CF11A3,Camas Creek,8/7/2004,220,59,2.8,14,5/26/2005,146,Little Goose,117,16,291,58,13.2
3D9.1BF1CAF99F,Camas Creek,8/8/2003,220,59,2.7,10,6/12/2004,164,Little Goose,124,19,309,65,16.3
3D9.1C2E03149B,Camas Creek,7/30/2013,211,60,2.9,15,4/26/2014,116,Lower Granite,94,8.9,270,34,6
3D9.1BF1CC07F0,Camas Creek,8/8/2003,220,60,2.8,16,5/7/2004,128,Little Goose,98,9,273,38,6.2
3D9.1BF1C7449A,Camas Creek,8/9/2005,221,60,2.3,12,4/21/2006,111,Little Goose,95,9,255,35,6.7
3DD.0077AC392A,Camas Creek,7/12/2016,194,60,2.5,11,4/15/2017,105,Lower Granite,100,9.3,276,40,6.8
3D9.1BF1C4B584,Camas Creek,8/8/2003,220,60,4.1,16,5/11/2004,132,Little Goose,107,11.6,277,47,7.5
3DD.00779BF33B,Camas Creek,7/12/2016,194,60,2.5,11,4/19/2017,109,Lower Granite,104,11.8,280,44,9.3
3D9.1BF1A1B894,Camas Creek,8/6/2004,219,60,3.6,17,5/24/2005,144,Little Goose,107,12.9,290,47,9.3
3D9.1BF1CAD6A3,Camas Creek,8/8/2005,220,60,3.2,17,5/20/2006,140,Little Goose,105,13.9,285,45,10.7
3D9.1BF1CBB720,Camas Creek,8/8/2003,220,61,2.9,16,5/3/2004,124,Little Goose,104,10.4,269,43,7.5
384.1B7976FD5A,Camas Creek,7/16/2015,197,61,2.2,14.5,5/17/2016,138,Lower Granite,98,10.3,306,37,8.1
3D9.1C2DE7626A,Camas Creek,8/2/2012,215,61,3.7,9.5,5/8/2013,128,Lower Granite,104,12.3,278,43,8.6
3D9.1BF1CB1411,Camas Creek,8/8/2003,220,61,3.2,16,5/1/2004,122,Little Goose,108,11.9,267,47,8.7
384.1B7976DCF2,Camas Creek,7/16/2015,197,61,2.6,14.5,5/10/2016,131,Lower Granite,105,11.6,299,44,9
384.1B797413E6,Camas Creek,7/16/2015,197,61,3.7,14.5,5/12/2016,133,Lower Granite,106,12.7,301,45,9
3DD.00773ADC8F,Camas Creek,7/28/2014,209,61,2.4,12.5,5/6/2015,126,Lower Granite,102,11.6,282,41,9.2
384.1B7977226B,Camas Creek,7/16/2015,197,61,2.1,14.5,5/11/2016,132,Lower Granite,105,11.7,300,44,9.6
384.1B7976FA9B,Camas Creek,7/16/2015,197,61,2.6,14.5,5/5/2016,126,Lower Granite,108,12.9,294,47,10.3
3DD.00773ED522,Camas Creek,7/28/2014,209,61,3.3,12.5,5/24/2015,144,Lower Granite,125,21.5,300,64,18.2
3D9.1BF1CB0E9A,Camas Creek,8/8/2003,220,62,2.6,16,4/26/2004,117,Little Goose,97,8.3,262,35,5.7
3D9.1BF1CE64AA,Camas Creek,8/7/2004,220,62,3.7,14,6/1/2005,152,Little Goose,104,10.5,297,42,6.8
3D9.1C2E02C504,Camas Creek,7/30/2013,211,62,2.9,15,4/23/2014,113,Lower Granite,98,10.2,267,36,7.3
3DD.007745511E,Camas Creek,7/16/2015,197,62,2.4,14.5,5/9/2016,130,Lower Granite,104,12.2,298,42,9.8
3DD.0077455497,Camas Creek,7/16/2015,197,62,2.2,14.5,5/11/2016,132,Lower Granite,106,12.4,300,44,10.2
3D9.1BF1F6AA34,Camas Creek,8/7/2004,220,62,3.9,14,6/9/2005,160,Little Goose,116,14.8,305,54,10.9
3D9.1BF1F989E2,Camas Creek,8/6/2004,219,62,3.1,17,5/24/2005,144,Little Goose,114,14.5,290,52,11.4
3D9.1C2E07D777,Camas Creek,7/30/2013,211,63,3.4,15,4/26/2014,116,Lower Granite,92,7.9,270,29,4.5
3DD.00773ADF48,Camas Creek,7/28/2014,209,63,3.7,12.5,5/7/2015,127,Lower Granite,99,11.6,283,36,7.9
3D9.1BF1F701BA,Camas Creek,8/7/2004,220,63,3.4,14,5/24/2005,144,Little Goose,105,12.5,289,42,9.1
3D9.1C2E032C93,Camas Creek,7/30/2013,211,63,3.3,15,5/23/2014,143,Lower Granite,106,12.6,297,43,9.3
3D9.1BF1F70579,Camas Creek,8/7/2004,220,63,4.4,14,5/18/2005,138,Little Goose,112,14,283,49,9.6
3D9.1C2E08721B,Camas Creek,7/30/2013,211,63,3.4,15,5/22/2014,142,Lower Granite,104,13.1,296,41,9.7
384.1B7976DF0A,Camas Creek,7/16/2015,197,63,2.6,14.5,5/10/2016,131,Lower Granite,106,12.8,299,43,10.2
384.1B7976E37E,Camas Creek,7/16/2015,197,63,2.6,14.5,5/5/2016,126,Lower Granite,107,12.8,294,44,10.2
3DD.0077AC01DC,Camas Creek,7/12/2016,194,64,3.6,11,4/21/2017,111,Lower Granite,95,8.7,282,31,5.1
3DD.00779C18D0,Camas Creek,7/12/2016,194,64,3.5,11,5/10/2017,130,Lower Granite,96,8.9,301,32,5.4
3D9.1BF1CBA332,Camas Creek,8/8/2003,220,64,3.5,16,4/26/2004,117,Little Goose,98,9.1,262,34,5.6
3D9.1BF1F6CA9F,Camas Creek,8/7/2004,220,64,3.4,14,5/18/2005,138,Little Goose,104,11.1,283,40,7.7
384.1B7976F9E6,Camas Creek,7/16/2015,197,64,2.7,14.5,5/9/2016,130,Lower Granite,105,11.9,298,41,9.2
384.1B7976E2C4,Camas Creek,7/16/2015,197,64,2.2,14.5,5/9/2016,130,Lower Granite,106,12.4,298,42,10.2
3D9.1C2E02BECA,Camas Creek,7/30/2013,211,64,3.3,16,5/20/2014,140,Lower Granite,107,13.5,294,43,10.2
384.1B7976FEE3,Camas Creek,7/16/2015,197,64,2.9,14.5,5/9/2016,130,Lower Granite,109,13.6,298,45,10.7
3DD.0077468784,Camas Creek,7/16/2015,197,64,3.2,14.5,5/10/2016,131,Lower Granite,111,13.9,299,47,10.7
3D9.1C2DE7E3F3,Camas Creek,8/2/2012,215,64,3.5,9.5,5/16/2013,136,Lower Granite,113,15.2,286,49,11.7
384.1B7976FF7C,Camas Creek,7/16/2015,197,64,2.5,14.5,5/11/2016,132,Lower Granite,115,15.2,300,51,12.7
3D9.1C2E07F26C,Camas Creek,7/30/2013,211,65,4,15,4/29/2014,119,Lower Granite,85,6.8,273,20,2.8
3D9.1C2E03248E,Camas Creek,7/30/2013,211,65,3.3,16,4/27/2014,117,Lower Granite,96,8.8,271,31,5.5
3D9.1BF1CBAE03,Camas Creek,8/8/2003,220,65,3.6,10,4/26/2004,117,Little Goose,101,9.2,262,36,5.6
3DD.00774623DB,Camas Creek,7/16/2015,197,65,2.5,14.5,4/22/2016,113,Lower Granite,97,10.1,281,32,7.6
3D9.1C2DE730E0,Camas Creek,8/2/2012,215,65,3.8,9.5,5/16/2013,136,Lower Granite,106,11.7,286,41,7.9
3D9.1BF1C4A979,Camas Creek,8/8/2003,220,65,3.3,10,4/19/2004,110,Little Goose,105,11.3,255,40,8
3D9.1BF1CBB66E,Camas Creek,8/8/2003,220,65,4.4,10,5/15/2004,136,Little Goose,110,13.6,281,45,9.2
3DD.00774621E3,Camas Creek,7/16/2015,197,65,2.8,14.5,5/17/2016,138,Lower Granite,110,13,306,45,10.2
3DD.007745616D,Camas Creek,7/28/2014,209,65,3.6,12.5,5/11/2015,131,Lower Granite,113,15.2,287,48,11.6
3D9.1BF1CC0F5A,Camas Creek,8/8/2003,220,66,4.3,10,5/5/2004,126,Little Goose,91,7,271,25,2.7
3D9.1C2E033EB5,Camas Creek,7/30/2013,211,66,4.2,15,4/26/2014,116,Lower Granite,89,7.8,270,23,3.6
3D9.1C2E02C046,Camas Creek,7/30/2013,211,66,4.3,15,4/24/2014,114,Lower Granite,93,9.2,268,27,4.9
3D9.1C2E081CA9,Camas Creek,7/30/2013,211,66,4.8,16,4/30/2014,120,Lower Granite,94,10.1,274,28,5.3
3D9.1C2DE821BA,Camas Creek,8/2/2012,215,66,4.7,9.5,5/7/2013,127,Lower Granite,98,11.3,277,32,6.6
3D9.1BF1CE1BA5,Camas Creek,8/7/2004,220,66,3.4,14,6/1/2005,152,Little Goose,105,11.2,297,39,7.8
7F7D0B6629,Camas Creek,8/9/1992,222,66,3.3,11,5/12/1993,132,Little Goose,107,11.2,275,41,7.9
3D9.1BF23E6936,Camas Creek,8/9/2005,221,66,3.8,12,5/21/2006,141,Little Goose,108,13.9,285,42,10.1
3D9.1BF1C723FE,Camas Creek,8/8/2005,220,67,3.6,17,4/25/2006,115,Little Goose,98,9.9,260,31,6.3
3D9.1BF1CDFE6D,Camas Creek,8/7/2004,220,67,4,14,5/9/2005,129,Little Goose,107,11.2,274,40,7.2
3D9.1BF1CBAC3A,Camas Creek,8/8/2003,220,67,3.7,10,5/9/2004,130,Little Goose,106,11,275,39,7.3
3D9.1BF1F68AE9,Camas Creek,8/7/2004,220,67,4.5,14,5/22/2005,142,Little Goose,118,16.2,287,51,11.7
7F7D123156,Camas Creek,8/10/1992,223,67,4.4,13,6/20/1993,171,Lower Granite,122,23.2,313,55,18.8
3D9.1BF1CB4E92,Camas Creek,8/8/2003,220,68,4,10,4/29/2004,120,Little Goose,100,9.2,265,32,5.2
3D9.1C2E07D7BB,Camas Creek,7/30/2013,211,68,4,16,4/17/2014,107,Lower Granite,100,10.4,261,32,6.4
3D9.1BF1F6B625,Camas Creek,8/6/2004,219,68,4.6,10,5/7/2005,127,Little Goose,106,11,273,38,6.4
3DD.007746C8A8,Camas Creek,7/16/2015,197,68,3,14.5,4/19/2016,110,Lower Granite,97,9.8,278,29,6.8
3DD.0077468807,Camas Creek,7/16/2015,197,68,3.3,14.5,5/13/2016,134,Lower Granite,103,11.1,302,35,7.8
3D9.1BF1CC0CE8,Camas Creek,8/8/2003,220,68,4.7,10,5/23/2004,144,Little Goose,111,14.8,289,43,10.1
7F7D435C51,Camas Creek,8/9/1992,222,69,4.7,11,5/5/1993,125,Little Goose,89,8.2,268,20,3.5
3D9.1BF2323FC4,Camas Creek,8/9/2005,221,69,3.8,12,5/3/2006,123,Little Goose,100,10.1,267,31,6.3
3D9.1C2DE94D0E,Camas Creek,8/2/2012,215,70,5.4,9.5,5/6/2013,126,Lower Granite,98,10.7,276,28,5.3
3D9.1C2E02F24E,Camas Creek,7/30/2013,211,70,4.4,16,4/27/2014,117,Lower Granite,105,11.9,271,35,7.5
3D9.1C2E03289A,Camas Creek,7/30/2013,211,70,4.3,15,5/23/2014,143,Lower Granite,104,12.5,297,34,8.2
3D9.1BF231EC68,Camas Creek,8/10/2006,222,70,3.5,11,5/11/2007,131,Little Goose,110,11.8,274,40,8.3
3D9.1BF23E5BB5,Camas Creek,8/9/2005,221,70,3.9,12,5/22/2006,142,Little Goose,108,13.3,286,38,9.4
3D9.1BF1A7AC11,Camas Creek,8/7/2004,220,71,5.4,14,5/1/2005,121,Little Goose,102,10.2,266,31,4.8
3D9.1BF1F74CE1,Camas Creek,8/6/2004,219,71,5.3,10,5/3/2005,123,Little Goose,106,10.8,269,35,5.5
7F7D0A6B7C,Camas Creek,8/9/1992,222,71,3.7,11.5,5/19/1993,139,Little Goose,103,10.1,282,32,6.4
3D9.1BF2323785,Camas Creek,8/8/2005,220,72,5.4,17,4/14/2006,104,Little Goose,103,8,249,31,2.6
3D9.1BF15DF907,Camas Creek,8/9/2002,221,73,4.9,13,4/25/2003,115,Little Goose,101,9.2,259,28,4.3
3D9.1BF1CBE48E,Camas Creek,8/8/2005,220,73,4.6,17,4/19/2006,109,Little Goose,110,13.6,254,37,9
3D9.1C2E02DDF8,Camas Creek,7/30/2013,211,74,4.9,15,4/21/2014,111,Lower Granite,94,8.7,265,20,3.8
3D9.1BF1C73C1E,Camas Creek,8/8/2005,220,78,5.7,17,4/21/2006,111,Little Goose,104,11.9,256,26,6.2
3D9.1BF2325BE1,Camas Creek,8/10/2006,222,78,4.9,11,5/5/2007,125,Little Goose,117,15.1,268,39,10.2
3D9.1BF23E6185,Camas Creek,8/10/2006,222,79,5.6,11,4/30/2007,120,Little Goose,115,13.5,263,36,7.9
3D9.1BF1CAC0BE,Camas Creek,8/8/2005,220,81,5.9,11,4/25/2006,115,Little Goose,116,14.8,260,35,8.9
3D9.1BF1CE1328,Capehorn Creek,7/31/2004,213,52,1.9,9,5/28/2005,148,Little Goose,116,16,300,64,14.1
3D9.1BF1A1B539,Capehorn Creek,7/31/2004,213,53,1.9,9,5/28/2005,148,Little Goose,101,10.5,300,48,8.6
3D9.1BF12EEB0D,Capehorn Creek,8/1/2002,213,53,2.9,10,5/22/2003,142,Little Goose,120,15.5,294,67,12.6
3D9.1BF1F6E584,Capehorn Creek,7/31/2004,213,54,2.1,9,5/9/2005,129,Little Goose,96,10.2,281,42,8.1
3D9.1BF12EF3BE,Capehorn Creek,8/1/2002,213,54,1.9,10,6/2/2003,153,Little Goose,97,10.5,305,43,8.6
3D9.1BF12EEBE3,Capehorn Creek,8/1/2002,213,54,2.4,10,5/28/2003,148,Little Goose,108,13.1,300,54,10.7
3D9.1BF15F2A81,Capehorn Creek,8/2/2003,214,55,2.6,8.5,5/7/2004,128,Little Goose,94,8.7,279,39,6.1
3D9.1BF12EF21A,Capehorn Creek,8/1/2002,213,55,3.3,10,6/4/2003,155,Little Goose,100,11.3,307,45,8
3D9.1BF25DB5C5,Capehorn Creek,7/31/2006,212,55,2.3,8,5/9/2007,129,Little Goose,103,10.6,282,48,8.3
3D9.1BF262BC2E,Capehorn Creek,7/31/2006,212,55,2.4,8,5/2/2007,122,Little Goose,105,11.5,275,50,9.1
3D9.239F856468,Capehorn Creek,8/3/2015,215,55,1.8,10,4/23/2016,114,Lower Granite,104,12.2,264,49,10.4
384.1B797761C5,Capehorn Creek,7/26/2017,207,55,2.5,7,5/18/2018,138,Lower Granite,107,13.4,296,52,10.9
3DD.00778E0286,Capehorn Creek,8/3/2015,215,56,2,10,4/15/2016,106,Lower Granite,96,8.1,256,40,6.1
384.1B79774BF2,Capehorn Creek,7/26/2017,207,56,2,7,5/3/2018,123,Lower Granite,90,8.9,281,34,6.9
3D9.1BF1F6A104,Capehorn Creek,7/31/2004,213,56,1.9,9,5/26/2005,146,Little Goose,101,10.6,298,45,8.7
3D9.1BF1F739DD,Capehorn Creek,7/30/2004,212,56,2.4,7,5/24/2005,144,Little Goose,114,14.1,297,58,11.7
3D9.1BF1A36F5C,Capehorn Creek,7/31/2004,213,56,2.3,9,5/24/2005,144,Little Goose,108,14.4,296,52,12.1
3DD.003D53CB4D,Capehorn Creek,7/24/2021,205,56,2.3,6.5,5/23/2022,143,Lower Granite,100,14.9,303,44,12.6
384.1B79776A85,Capehorn Creek,7/27/2016,209,56,2.3,8,5/6/2017,126,Lower Granite,114,15.7,282,58,13.4
3D9.1BF12F5A09,Capehorn Creek,8/1/2002,213,56,2.7,10,5/25/2003,145,Little Goose,123,18.5,297,67,15.8
384.1B79776B25,Capehorn Creek,7/27/2016,209,57,2.3,8,4/9/2017,99,Lower Granite,91,7.5,255,34,5.2
384.1B7974C957,Capehorn Creek,7/27/2017,208,57,2.7,10.5,5/10/2018,130,Lower Granite,85,9.5,287,28,6.8
3D9.239F84F06B,Capehorn Creek,8/3/2015,215,57,2.4,10,5/15/2016,136,Lower Granite,95,9.7,286,38,7.3
3DD.003DEB307B,Capehorn Creek,7/21/2022,202,57,2,10,5/6/2023,126,Lower Granite,100,9.5,289,43,7.5
384.1B7976D9F6,Capehorn Creek,7/26/2017,207,57,2.5,7,4/20/2018,110,Lower Granite,103,11.5,268,46,9
384.1B7976E779,Capehorn Creek,7/26/2017,207,57,2.4,7,5/1/2018,121,Lower Granite,103,11.6,279,46,9.2
3D9.1BF15D19A2,Capehorn Creek,8/2/2003,214,57,2.4,8.5,5/13/2004,134,Little Goose,104,11.6,285,47,9.2
384.1B79774CC3,Capehorn Creek,7/27/2016,209,57,1.9,10,5/11/2017,131,Lower Granite,102,11.4,287,45,9.5
3DD.003D53BA14,Capehorn Creek,7/24/2021,205,57,2.1,11,5/28/2022,148,Lower Granite,99,11.7,308,42,9.6
3DD.003D371832,Capehorn Creek,7/24/2021,205,57,2.2,11,5/10/2022,130,Lower Granite,107,13.1,290,50,10.9
3DD.003DEB31A9,Capehorn Creek,7/21/2022,202,57,2.1,10,5/5/2023,125,Lower Granite,113,13.2,288,56,11.1
3DD.0077815561,Capehorn Creek,8/3/2015,215,57,2.3,10,5/5/2016,126,Lower Granite,110,14,276,53,11.7
384.1B797486BB,Capehorn Creek,7/27/2017,208,57,1.6,10.5,5/10/2018,130,Lower Granite,110,14.5,287,53,12.9
384.1B7976E727,Capehorn Creek,7/26/2017,207,58,2.8,7,5/12/2018,132,Lower Granite,101,10.5,290,43,7.7
384.1B79743065,Capehorn Creek,7/27/2016,209,58,2.4,10,4/23/2017,113,Lower Granite,103,11,269,45,8.6
3DD.0077458D27,Capehorn Creek,8/5/2014,217,58,2.7,7,5/11/2015,131,Lower Granite,107,13.6,279,49,10.9
384.1B79742EA7,Capehorn Creek,7/27/2016,209,58,2.4,10,4/16/2018,106,Lower Granite,115,15.3,262,57,12.9
3DD.0077B5C3E7,Capehorn Creek,7/27/2017,208,58,2.7,10.5,5/9/2018,129,Lower Granite,114,15.9,286,56,13.2
384.1B7974ABB3,Capehorn Creek,7/26/2017,207,58,2.5,7,5/14/2018,134,Lower Granite,114,16.2,292,56,13.7
3D9.1BF1C40B38,Capehorn Creek,8/3/2005,215,59,2.9,5.5,5/23/2006,143,Little Goose,86,7.2,293,27,4.3
384.1B797487FB,Capehorn Creek,7/27/2017,208,59,3.5,10.5,4/30/2018,120,Lower Granite,85,7.9,277,26,4.4
3DD.007781A2A1,Capehorn Creek,8/3/2015,215,59,3.1,10,4/27/2016,118,Lower Granite,93,8.8,268,34,5.7
384.1B7974CAA3,Capehorn Creek,7/27/2017,208,59,2.6,10.5,4/25/2018,115,Lower Granite,108,10.4,272,49,7.8
384.1B79770110,Capehorn Creek,7/27/2016,209,59,2.3,10,4/28/2017,118,Lower Granite,102,10.6,274,43,8.3
384.1B79742B45,Capehorn Creek,7/26/2017,207,59,2.8,7,4/28/2018,118,Lower Granite,103,11.3,276,44,8.5
3D9.1BF262E8FF,Capehorn Creek,7/31/2006,212,59,1.7,8,5/11/2007,131,Little Goose,95,10.5,284,36,8.8
3D9.1BF12EF379,Capehorn Creek,8/1/2002,213,59,2.8,10,6/1/2003,152,Little Goose,102,11.8,304,43,9
3D9.1BF12EF54F,Capehorn Creek,8/1/2002,213,59,3.2,10,5/30/2003,150,Little Goose,110,13.7,302,51,10.5
384.1B797487B6,Capehorn Creek,7/27/2017,208,59,2.8,10.5,5/11/2018,131,Lower Granite,113,13.5,288,54,10.7
3DD.003D53D7C1,Capehorn Creek,7/24/2021,205,59,2.2,11,5/20/2022,140,Lower Granite,107,13.5,300,48,11.3
384.1B797491D2,Capehorn Creek,7/26/2017,207,59,2.1,7,5/11/2018,131,Lower Granite,110,13.4,289,51,11.3
384.1B7974D1BF,Capehorn Creek,7/27/2017,208,59,2.5,10.5,5/9/2018,129,Lower Granite,110,14.3,286,51,11.8
3DD.003DEB304C,Capehorn Creek,7/20/2022,201,59,2,6,5/15/2023,135,Lower Granite,115,15.6,299,56,13.6
3DD.003D53CB32,Capehorn Creek,7/24/2021,205,59,2.6,6.5,5/20/2022,140,Lower Granite,117,17.5,300,58,14.9
3D9.1BF1C4C23A,Capehorn Creek,8/3/2005,215,60,2.9,11,5/1/2006,121,Little Goose,95,9.4,271,35,6.5
3D9.1BF12EDB9A,Capehorn Creek,8/1/2002,213,60,2.9,10,5/29/2003,149,Little Goose,104,11.4,301,44,8.5
3D9.1BF1F6CCF4,Capehorn Creek,7/31/2004,213,60,3.5,9,6/9/2005,160,Little Goose,106,12.1,312,46,8.6
3D9.1BF262E72E,Capehorn Creek,7/31/2006,212,60,2.7,8,5/16/2007,136,Little Goose,98,11.6,289,38,8.9
3D9.1BF1F97C44,Capehorn Creek,7/31/2004,213,60,2.7,9,5/5/2005,125,Little Goose,108,11.9,277,48,9.2
3DD.00778DBB7D,Capehorn Creek,8/3/2015,215,60,2.5,10,4/27/2016,118,Lower Granite,107,12.9,268,47,10.4
3D9.1BF2629683,Capehorn Creek,7/31/2006,212,60,2.8,8,5/23/2007,143,Little Goose,107,13.3,296,47,10.5
3DD.0077B5ACAE,Capehorn Creek,7/26/2017,207,60,2.7,7,5/18/2018,138,Lower Granite,106,13.6,296,46,10.9
3DD.0077B36C95,Capehorn Creek,7/27/2017,208,61,3,10.5,4/19/2018,109,Lower Granite,90,8.2,266,29,5.2
384.1B7974CDAA,Capehorn Creek,7/27/2017,208,61,3,10.5,4/30/2018,120,Lower Granite,89,9.6,277,28,6.6
3DD.00778D3114,Capehorn Creek,8/3/2015,215,61,2.8,10,4/13/2016,104,Lower Granite,98,9.4,254,37,6.6
3DD.0077818F07,Capehorn Creek,8/3/2015,215,61,3.1,10,5/8/2016,129,Lower Granite,102,10.6,279,41,7.5
3DD.003DEB309F,Capehorn Creek,7/21/2022,202,61,2.5,10,5/4/2023,124,Lower Granite,96,10.2,287,35,7.7
3DD.003DEB49B3,Capehorn Creek,7/21/2022,202,61,3.6,10,5/5/2023,125,Lower Granite,109,12.3,288,48,8.7
3D9.1BF1C40376,Capehorn Creek,8/3/2005,215,61,2.9,5.5,5/3/2006,123,Little Goose,98,11.7,273,37,8.8
3DD.00778D7E05,Capehorn Creek,8/3/2015,215,61,2.8,10,4/29/2016,120,Lower Granite,108,12.2,270,47,9.4
3D9.1BF2629CDA,Capehorn Creek,7/31/2006,212,61,2.9,6,4/18/2007,108,Little Goose,114,13.9,261,53,11
3DD.003D53C911,Capehorn Creek,7/24/2021,205,61,2.6,11,5/17/2022,137,Lower Granite,106,14.7,297,45,12.1
3D9.1BF25DA90A,Capehorn Creek,7/31/2006,212,61,2.7,6,5/21/2007,141,Little Goose,115,15.1,294,54,12.4
3D9.1BF12EEFC5,Capehorn Creek,8/1/2002,213,61,3.2,10,5/16/2003,136,Little Goose,114,16,288,53,12.8
3D9.1BF25DA5A6,Capehorn Creek,7/31/2006,212,61,2.9,8,5/31/2007,151,Little Goose,110,16.4,304,49,13.5
3DD.003DEB3190,Capehorn Creek,7/21/2022,202,61,2.6,10,5/19/2023,139,Lower Granite,118,16.7,302,57,14.1
3D9.1BF1F6E793,Capehorn Creek,7/31/2004,213,61,2.6,9,5/24/2005,144,Little Goose,122,17.1,296,61,14.5
3DD.00779C5F5B,Capehorn Creek,7/27/2016,209,62,3.1,10,4/27/2017,117,Lower Granite,97,9,273,35,5.9
3DD.0077819431,Capehorn Creek,8/2/2015,214,62,3.4,7,4/13/2016,104,Lower Granite,99,9.7,255,37,6.3
3DD.003DEB31AD,Capehorn Creek,7/21/2022,202,62,2.6,10,5/6/2023,126,Lower Granite,108,12.9,289,46,10.3
3D9.1BF1F95185,Capehorn Creek,7/31/2004,213,62,2.7,9,5/3/2005,123,Little Goose,112,13.3,275,50,10.6
3D9.1BF262D045,Capehorn Creek,7/31/2006,212,62,2.9,8,5/14/2007,134,Little Goose,122,17.9,287,60,15
3DD.00778177A3,Capehorn Creek,8/3/2015,215,63,2.8,10,4/13/2016,104,Lower Granite,95,9.8,254,32,7
3D9.1BF15E72EB,Capehorn Creek,8/1/2003,213,63,3.1,12,5/1/2004,122,Little Goose,102,10.3,274,39,7.2
3D9.239F856AD7,Capehorn Creek,8/3/2015,215,63,2.3,10,4/22/2016,113,Lower Granite,96,10.1,263,33,7.8
3DD.003D53BA2E,Capehorn Creek,7/24/2021,205,63,2.8,11,5/12/2022,132,Lower Granite,104,11.9,292,41,9.1
3D9.1BF12EF227,Capehorn Creek,8/1/2002,213,63,2.7,10,4/20/2003,110,Little Goose,108,12.1,262,45,9.4
3D9.1BF1BD375F,Capehorn Creek,8/3/2005,215,63,3,5.5,5/21/2006,141,Little Goose,105,13.1,291,42,10.1
3DD.003D53C8D5,Capehorn Creek,7/24/2021,205,63,2.3,11,6/15/2022,166,Lower Granite,117,16.2,326,54,13.9
3DD.003DEB31C5,Capehorn Creek,7/21/2022,202,64,3.2,10,5/24/2023,144,Lower Granite,104,5.2,307,40,2
3DD.00778D4069,Capehorn Creek,8/2/2015,214,64,4,7,4/26/2016,117,Lower Granite,99,9.6,268,35,5.6
3DD.00778D3610,Capehorn Creek,8/3/2015,215,64,3.5,10,5/1/2016,122,Lower Granite,105,11.6,272,41,8.1
3D9.1BF25D6907,Capehorn Creek,7/31/2006,212,64,3.6,8,5/23/2007,143,Little Goose,105,12.6,296,41,9
3D9.1BF262D782,Capehorn Creek,7/31/2006,212,64,3.9,6,5/14/2007,134,Little Goose,104,13.2,287,40,9.3
3DD.00779D6482,Capehorn Creek,7/27/2016,209,64,2.4,10,4/18/2017,108,Lower Granite,106,12.1,264,42,9.7
3DD.00778D5E25,Capehorn Creek,8/3/2015,215,64,2.4,10,4/26/2016,117,Lower Granite,106,12.6,267,42,10.2
3DD.003DEB3180,Capehorn Creek,7/21/2022,202,64,3.5,10,5/10/2023,130,Lower Granite,106,13.9,293,42,10.4
3D9.1BF2629AE6,Capehorn Creek,7/31/2006,212,64,3.7,8,5/27/2007,147,Little Goose,114,14.8,300,50,11.1
3DD.003D53B83C,Capehorn Creek,7/24/2021,205,64,3.1,11,5/24/2022,144,Lower Granite,111,14.4,304,47,11.3
3DD.007744AE51,Capehorn Creek,8/5/2014,217,64,3.6,7,4/14/2015,104,Lower Granite,114,15,252,50,11.4
3D9.1BF12F3171,Capehorn Creek,8/1/2002,213,64,4,10,5/18/2003,138,Little Goose,121,16.9,290,57,12.9
3DD.003DEB4A0D,Capehorn Creek,7/21/2022,202,65,4.1,10,5/3/2023,123,Lower Granite,110,12.7,286,45,8.6
3D9.1BF1C3D89E,Capehorn Creek,8/3/2005,215,65,3.2,11,5/1/2006,121,Little Goose,107,12.7,271,42,9.5
3DD.00778E2852,Capehorn Creek,8/2/2015,214,65,2.9,7,5/7/2016,128,Lower Granite,106,12.9,279,41,10
