Tag Code,Release Site Name,Mark Date,Mark DOY,Mark Length mm,Mark Weight g,Release Temp. C,Recap Date,Recap DOY,Recap Site,Recap Length mm,Recap Weight g,Total days,Growth_FL,Growth_Wt
384.1B797758A5,Secesh River,8/15/2016,228,65,4.4,14,4/20/2017,110,Lower Granite,102,11.2,247,37,6.8
3D9.1BF1C3F446,Secesh River,8/25/2004,238,65,3.1,8,6/5/2005,156,Little Goose,102,10,283,37,6.9
3D9.1BF23E73BB,Secesh River,8/29/2005,241,65,3.2,9,4/21/2006,111,Little Goose,102,10.2,235,37,7
7F7F77177C,Secesh River,8/27/1990,239,65,3.1,13,4/23/1991,113,Lower Granite,102,10.3,239,37,7.2
3D9.1C2DAC437B,Secesh River,8/26/2011,238,65,3.7,11,4/6/2012,97,Lower Granite,98,11,224,33,7.3
384.1B7976E877,Secesh River,8/20/2015,232,65,3.2,13,4/14/2016,105,Lower Granite,105,10.8,238,40,7.6
3DD.00779C04BA,Secesh River,8/15/2016,228,65,3.7,14,4/14/2017,104,Lower Granite,102,11.4,241,37,7.7
3D9.1BF231FA8F,Secesh River,8/30/2005,242,65,3.2,9.5,4/27/2006,117,Little Goose,105,11.9,240,40,8.7
3D9.1C2DE7EEB8,Secesh River,8/19/2015,231,65,3.3,8.5,4/13/2016,104,Lower Granite,109,12.8,238,44,9.5
3D9.1C2DAC3881,Secesh River,8/26/2011,238,65,3.7,15,4/24/2012,115,Lower Granite,112,14.3,242,47,10.6
7F7F187379,Secesh River,8/27/1989,239,65,2.9,9.5,5/4/1991,124,Lower Granite,112,13.6,250,47,10.7
3DD.0077B36AF1,Secesh River,8/11/2017,223,65,3.9,8.5,5/22/2018,142,Lower Granite,118,18.6,284,53,14.7
3D9.1C2DE7DDBE,Secesh River,8/19/2015,231,66,3.9,11,4/14/2016,105,Lower Granite,97,8.9,239,31,5
3D9.1BF15E9FB4,Secesh River,8/26/2002,238,66,3.4,12,5/1/2003,121,Little Goose,96,8.9,248,30,5.5
7F7F5F6209,Secesh River,8/26/1990,238,66,3.6,11,4/24/1991,114,Lower Granite,98,9.3,241,32,5.7
3D9.1BF1C6EA9D,Secesh River,8/25/2004,238,66,3.9,9,5/1/2005,121,Little Goose,96,10,248,30,6.1
3D9.1BF1C5F45A,Secesh River,8/25/2004,238,66,3.4,8,6/1/2005,152,Little Goose,98,9.9,279,32,6.5
3DD.0077B54717,Secesh River,8/11/2017,223,66,2.6,8.5,4/30/2018,120,Lower Granite,98,10,262,32,7.4
3DD.00779B9B20,Secesh River,8/15/2016,228,66,3.6,14,4/14/2017,104,Lower Granite,104,11.3,241,38,7.7
3D9.1BF1CBA5F0,Secesh River,8/28/2003,240,66,3.6,9.5,5/3/2004,124,Little Goose,105,11.3,249,39,7.7
3DD.0077B5C2A2,Secesh River,8/11/2017,223,66,2.7,8.5,4/17/2018,107,Lower Granite,102,10.5,249,36,7.8
3D9.1BF1C6AFDF,Secesh River,8/26/2004,239,66,3.1,10,5/28/2005,148,Little Goose,104,10.9,274,38,7.8
3D9.1C2DA7636D,Secesh River,8/27/2011,239,66,3.5,15,5/2/2012,123,Lower Granite,100,11.6,249,34,8.1
3D9.1C2DAC58EB,Secesh River,8/26/2011,238,66,3.8,15,4/17/2012,108,Lower Granite,105,12.1,235,39,8.3
3DD.0077C3B241,Secesh River,8/16/2018,228,66,3.7,12,4/24/2019,114,Lower Granite,103,12.1,251,37,8.4
3D9.239F86D0DD,Secesh River,8/27/2011,239,66,3.7,15,4/4/2012,95,Lower Granite,105,12.1,221,39,8.4
3DD.0077AC1C77,Secesh River,8/16/2016,229,66,3.8,12,5/11/2017,131,Lower Granite,107,12.5,267,41,8.7
3DD.0077CB34A9,Secesh River,8/16/2018,228,66,3.7,12,4/28/2019,118,Lower Granite,106,12.7,255,40,9
3D9.1C2DA5C5FD,Secesh River,8/26/2011,238,66,3.5,15,4/20/2012,111,Lower Granite,106,12.8,238,40,9.3
3D9.1BF1C6BA7F,Secesh River,8/25/2004,238,66,3.4,8,4/29/2005,119,Little Goose,115,13.7,246,49,10.3
3D9.1C2DE82F9C,Secesh River,8/22/2012,235,66,3.8,15,5/9/2013,129,Lower Granite,108,14.2,259,42,10.4
3DD.003D53C8CE,Secesh River,8/13/2021,225,66,3.9,14,5/7/2022,127,Lower Granite,111,14.5,267,45,10.6
3D9.1C2DE851EA,Secesh River,8/19/2015,231,66,3.2,8.5,4/16/2016,107,Lower Granite,121,17.2,241,55,14
7F7F770C2D,Secesh River,8/26/1990,238,66,3.2,11.5,6/28/1991,179,Lower Granite,117,17.3,306,51,14.1
384.1B7974AF2F,Secesh River,8/15/2016,228,66,3.6,14,4/20/2017,110,Lower Granite,120,19.1,247,54,15.5
7F7D0B4C0F,Secesh River,8/25/1991,237,66,4.4,16,7/3/1992,185,Lower Granite,125,24.9,313,59,20.5
3DD.00779C5C05,Secesh River,8/15/2016,228,67,4.2,14,4/13/2017,103,Lower Granite,94,8.3,240,27,4.1
3D9.239F86C2B3,Secesh River,8/27/2011,239,67,4.2,15,4/9/2012,100,Lower Granite,94,8.8,226,27,4.6
3DD.0077CB9E11,Secesh River,8/15/2018,227,67,4,10,4/29/2019,119,Lower Granite,96,9.5,257,29,5.5
3D9.1BF1C3D832,Secesh River,8/25/2004,238,67,3.5,9,6/5/2005,156,Little Goose,96,9.1,283,29,5.6
7F7F767E48,Secesh River,8/26/1990,238,67,3.2,11,4/26/1991,116,Lower Granite,102,9.2,243,35,6
3DD.00779B9133,Secesh River,8/16/2016,229,67,4.7,12,4/18/2017,108,Lower Granite,100,10.9,244,33,6.2
384.1B7976D8A8,Secesh River,8/20/2015,232,67,3.1,13,4/15/2016,106,Lower Granite,100,9.4,239,33,6.3
3D9.1C2DE74C72,Secesh River,8/19/2015,231,67,3.1,11,4/14/2016,105,Lower Granite,99,9.5,239,32,6.4
3DD.0077B56E7C,Secesh River,8/11/2017,223,67,3.7,8.5,4/23/2018,113,Lower Granite,100,11,255,33,7.3
384.1B7976DDB9,Secesh River,8/19/2015,231,67,3.2,11,4/14/2016,105,Lower Granite,106,10.7,239,39,7.5
3D9.1BF1CAF6B9,Secesh River,8/29/2003,241,67,3.4,15,5/7/2004,128,Little Goose,105,11,252,38,7.6
7F7F7E3206,Secesh River,8/27/1990,239,67,3.4,13,4/18/1991,108,Lower Granite,100,11.1,234,33,7.7
3DD.00779C1C1A,Secesh River,8/15/2016,228,67,3.9,14,4/15/2017,105,Lower Granite,104,12.2,242,37,8.3
3D9.1BF25DA943,Secesh River,8/16/2006,228,67,4,9.5,5/12/2007,132,Little Goose,106,13,269,39,9
3D9.239F85F77D,Secesh River,8/26/2011,238,67,3.7,15,4/23/2012,114,Lower Granite,108,13.1,241,41,9.4
3D9.1BF1C5EBF2,Secesh River,8/26/2004,239,67,3.6,10,5/5/2005,125,Little Goose,114,13.4,251,47,9.8
3D9.1BF2323A81,Secesh River,8/29/2005,241,67,3.8,9,5/1/2006,121,Little Goose,110,14.9,245,43,11.1
3DD.0077CB80A9,Secesh River,8/16/2018,228,67,3.7,12,5/20/2019,140,Lower Granite,105,15,277,38,11.3
3D9.1C2DE7CCCE,Secesh River,8/19/2015,231,67,3.4,11,4/16/2016,107,Lower Granite,115,15,241,48,11.6
3DD.0077CB8B01,Secesh River,8/15/2018,227,67,3.9,10,4/22/2019,112,Lower Granite,121,18.1,250,54,14.2
22321D273F,Secesh River,8/26/1996,239,67,4.3,11,5/19/1997,139,Little Goose,124,19.3,265,57,15
384.1B79775012,Secesh River,8/20/2015,232,67,3.5,13,4/13/2016,104,Lower Granite,125,20.2,237,58,16.7
3DD.00779B9153,Secesh River,8/16/2016,229,68,4.9,12,4/10/2017,100,Lower Granite,94,8.8,236,26,3.9
384.1B79742B02,Secesh River,8/20/2015,232,68,3.4,13,4/14/2016,105,Lower Granite,97,8.7,238,29,5.3
3D9.1C2E02B99F,Secesh River,8/23/2013,235,68,3.8,11,4/25/2014,115,Lower Granite,94,9.1,245,26,5.3
3DD.00779BCFD3,Secesh River,8/15/2016,228,68,5.3,14,4/15/2017,105,Lower Granite,100,11.4,242,32,6.1
3D9.239F867E3A,Secesh River,8/26/2011,238,68,4.4,15,4/24/2012,115,Lower Granite,103,10.8,242,35,6.4
3DD.00779BE436,Secesh River,8/16/2016,229,68,4.4,12,4/16/2017,106,Lower Granite,103,11,242,35,6.6
3D9.1BF15E34E8,Secesh River,8/26/2002,238,68,4.2,9,6/1/2003,152,Little Goose,101,10.9,279,33,6.7
3D9.1C2DB5933B,Secesh River,8/27/2011,239,68,4.1,15,4/24/2012,115,Lower Granite,101,10.8,241,33,6.7
3DD.00779D45D9,Secesh River,8/15/2016,228,68,3.4,14,4/14/2017,104,Lower Granite,95,10.3,241,27,6.9
3D9.239F869CCA,Secesh River,8/26/2011,238,68,3.6,15,4/3/2012,94,Lower Granite,103,10.8,221,35,7.2
3DD.00779BBE0A,Secesh River,8/16/2016,229,68,3.9,12,4/14/2017,104,Lower Granite,104,11.2,240,36,7.3
3DD.0077C3CC88,Secesh River,8/15/2018,227,68,4.3,10,4/30/2019,120,Lower Granite,102,11.6,258,34,7.3
3DD.003D53C8D0,Secesh River,8/13/2021,225,68,3.6,14,6/3/2022,154,Lower Granite,98,10.9,294,30,7.3
7F7F156770,Secesh River,8/27/1989,239,68,3.4,12,4/25/1990,115,Lower Granite,105,11,241,37,7.6
384.1B79742AF4,Secesh River,8/20/2015,232,68,3.4,13,4/16/2016,107,Lower Granite,104,11.2,240,36,7.8
384.1B79742F8F,Secesh River,8/20/2015,232,68,3.3,13,4/23/2016,114,Lower Granite,106,11.1,247,38,7.8
3D9.1BF1CB090E,Secesh River,8/29/2003,241,68,3.6,15,6/14/2004,166,Little Goose,108,11.7,290,40,8.1
3D9.239F86A322,Secesh River,8/27/2011,239,68,3.6,15,4/22/2012,113,Lower Granite,107,11.8,239,39,8.2
3D9.1C2DE79556,Secesh River,8/19/2015,231,68,3.3,11,4/15/2016,106,Lower Granite,109,11.7,240,41,8.4
7F7F18400C,Secesh River,8/27/1989,239,68,3.6,12,4/16/1990,106,Lower Granite,109,13.6,232,41,10
3D9.1C2DA7578D,Secesh River,8/27/2011,239,68,3.6,15,4/18/2012,109,Lower Granite,113,14.5,235,45,10.9
3DD.0077B552C5,Secesh River,8/11/2017,223,68,3.4,8.5,4/14/2018,104,Lower Granite,110,14.4,246,42,11
7F7F187913,Secesh River,8/29/1989,241,68,3,7,4/14/1990,104,Lower Granite,114,14.4,228,46,11.4
384.1B7976DE13,Secesh River,8/19/2015,231,68,3.7,11,4/15/2016,106,Lower Granite,113,15.2,240,45,11.5
3DD.0077B3A82C,Secesh River,8/11/2017,223,68,3.5,8.5,4/13/2018,103,Lower Granite,116,15.2,245,48,11.7
3D9.1BF23E8E9D,Secesh River,8/30/2005,242,68,3.9,9.5,5/3/2006,123,Little Goose,117,15.8,246,49,11.9
3D9.1BF1CAFD13,Secesh River,8/28/2003,240,68,3.5,14.5,5/19/2004,140,Little Goose,132,21.8,265,64,18.3
7F7D123909,Secesh River,8/19/1992,232,68,3.8,10,7/4/1993,185,Lower Granite,131,25,318,63,21.2
3DD.0077C3A0A2,Secesh River,8/15/2018,227,69,4.2,12,5/5/2019,125,Lower Granite,90,7.9,263,21,3.7
3D9.1C2E09F16E,Secesh River,8/23/2013,235,69,3.7,11,4/22/2014,112,Lower Granite,93,8.7,242,24,5
3D9.1C2E02BAE5,Secesh River,8/23/2013,235,69,4.1,15.2,4/22/2014,112,Lower Granite,94,9.2,242,25,5.1
3DD.00779BF958,Secesh River,8/15/2016,228,69,4.2,14,4/16/2017,106,Lower Granite,99,9.8,243,30,5.6
3D9.1BF23E8402,Secesh River,8/29/2005,241,69,4.6,9,5/3/2006,123,Little Goose,103,11.6,247,34,7
3DD.0077C3DA7B,Secesh River,8/16/2018,228,69,3.8,12,4/29/2019,119,Lower Granite,103,11,256,34,7.2
3DD.0077CB57F8,Secesh River,8/16/2018,228,69,4.1,12,4/16/2019,106,Lower Granite,104,12,243,35,7.9
3D9.1BF15E94D8,Secesh River,8/27/2002,239,69,3.8,9,4/14/2003,104,Little Goose,109,12.2,230,40,8.4
3DD.0077B58710,Secesh River,8/12/2017,224,69,3.8,9,5/12/2018,132,Lower Granite,106,12.5,273,37,8.7
3D9.1C2DE8AB3B,Secesh River,8/19/2015,231,69,3.3,11,4/14/2016,105,Lower Granite,106,12.1,239,37,8.8
3DD.0077B5A3D7,Secesh River,8/11/2017,223,69,3.9,8.5,4/18/2018,108,Lower Granite,107,12.9,250,38,9
3DD.0077C3BF01,Secesh River,8/16/2018,228,69,4.6,12,4/8/2019,98,Lower Granite,107,13.8,235,38,9.2
3DD.0077CB4993,Secesh River,8/16/2018,228,69,3.9,12,4/27/2019,117,Lower Granite,109,14.2,254,40,10.3
3D9.1C2E02F801,Secesh River,8/24/2013,236,69,1.8,13.5,4/11/2014,101,Lower Granite,108,12.2,230,39,10.4
3D9.1BF1BD352C,Secesh River,8/25/2004,238,69,3.9,9,5/5/2005,125,Little Goose,118,16.4,252,49,12.5
3DD.0077CB7D2C,Secesh River,8/16/2018,228,69,3.9,12,4/25/2019,115,Lower Granite,122,18,252,53,14.1
384.1B797755A1,Secesh River,8/20/2015,232,69,2.9,13,4/14/2016,105,Lower Granite,122,18.2,238,53,15.3
3DD.0077CB3F8E,Secesh River,8/16/2018,228,70,4.1,12,4/29/2019,119,Lower Granite,90,7.3,256,20,3.2
3D9.1C2E02C516,Secesh River,8/23/2013,235,70,4.5,11,4/20/2014,110,Lower Granite,93,9.1,240,23,4.6
3DD.0077CB5596,Secesh River,8/15/2018,227,70,4.3,12,4/21/2019,111,Lower Granite,101,9.5,249,31,5.2
3D9.1C2DA7298F,Secesh River,8/27/2011,239,70,5.4,15,4/17/2012,108,Lower Granite,95,11,234,25,5.6
384.1B797769A9,Secesh River,8/20/2015,232,70,3.4,13,4/18/2016,109,Lower Granite,98,9.4,242,28,6
7F7F187B38,Secesh River,8/29/1989,241,70,4.1,7,4/13/1990,103,Lower Granite,101,11,227,31,6.9
3DD.003D53C289,Secesh River,8/13/2021,225,70,4.1,14,6/1/2022,152,Lower Granite,105,11.6,292,35,7.5
3D9.1C2DE7BB41,Secesh River,8/20/2015,232,70,3.8,13,4/13/2016,104,Lower Granite,101,11.4,237,31,7.6
384.1B7976EA17,Secesh River,8/20/2015,232,70,3.4,13,4/16/2016,107,Lower Granite,103,11.1,240,33,7.7
3DD.007744E463,Secesh River,8/16/2014,228,70,5.2,10,4/26/2015,116,Lower Granite,109,13,253,39,7.8
3D9.1C2DE7C590,Secesh River,8/19/2015,231,70,3.9,8.5,4/18/2016,109,Lower Granite,107,12.3,243,37,8.4
3DD.0077C42F38,Secesh River,8/15/2018,227,70,4,12,4/13/2019,103,Lower Granite,104,12.5,241,34,8.5
3D9.239F856F24,Secesh River,8/24/2013,236,70,3.1,13.5,4/19/2014,109,Lower Granite,105,11.7,238,35,8.6
3DD.0077C3A092,Secesh River,8/16/2018,228,70,4.5,12,4/24/2019,114,Lower Granite,111,13.5,251,41,9
3D9.1C2DE780B6,Secesh River,8/19/2015,231,70,4.3,11,4/25/2016,116,Lower Granite,111,13.7,250,41,9.4
3DD.0077CB8716,Secesh River,8/15/2018,227,70,3.8,10,4/23/2019,113,Lower Granite,110,13.5,251,40,9.7
3DD.0077CB4DAC,Secesh River,8/16/2018,228,70,3.7,12,4/9/2019,99,Lower Granite,104,13.5,236,34,9.8
3D9.1BF23E954B,Secesh River,8/29/2005,241,70,4.7,9,4/29/2006,119,Little Goose,115,15.8,243,45,11.1
3D9.1C2DE78C2B,Secesh River,8/19/2015,231,70,3.7,8.5,4/16/2016,107,Lower Granite,114,15.7,241,44,12
3D9.1C2DE881CA,Secesh River,8/19/2015,231,70,4.8,11,5/8/2016,129,Lower Granite,121,17.1,263,51,12.3
3D9.1C2DE7AC28,Secesh River,8/19/2015,231,70,4.1,8.5,4/12/2016,103,Lower Granite,116,16.7,237,46,12.6
384.1B79775C09,Secesh River,8/20/2015,232,70,3.8,13,4/16/2016,107,Lower Granite,130,23.7,240,60,19.9
3DD.003D53C88F,Secesh River,8/13/2021,225,71,3.9,14,4/19/2022,109,Lower Granite,95,8.2,249,24,4.3
3DD.00779BD64A,Secesh River,8/16/2016,229,71,4.2,12,4/19/2017,109,Lower Granite,99,9.5,245,28,5.3
3DD.00779C1B70,Secesh River,8/16/2016,229,71,4.9,12,4/18/2017,108,Lower Granite,105,11.4,244,34,6.5
3D9.1BF1C4D1B6,Secesh River,8/26/2004,239,71,3.7,10,5/20/2005,140,Little Goose,105,10.3,266,34,6.6
3D9.1BF1CBAB8E,Secesh River,8/28/2003,240,71,4.2,14.5,4/19/2004,110,Little Goose,104,10.9,235,33,6.7
3DD.003D53C27D,Secesh River,8/13/2021,225,71,4.6,14,5/9/2022,129,Lower Granite,104,11.7,269,33,7.1
3D9.1BF1CBA6A5,Secesh River,8/29/2003,241,71,4.5,15,4/19/2004,110,Little Goose,105,11.7,234,34,7.2
3DD.00779BBE4B,Secesh River,8/16/2016,229,71,4.3,12,4/14/2017,104,Lower Granite,101,11.6,240,30,7.3
3DD.0077B53698,Secesh River,8/12/2017,224,71,4.3,9,5/17/2018,137,Lower Granite,105,12,278,34,7.7
7F7F18653F,Secesh River,8/27/1989,239,71,4.1,10,4/14/1990,104,Lower Granite,107,11.8,230,36,7.7
3DD.0077C3FBEE,Secesh River,8/15/2018,227,71,4.3,10,4/10/2019,100,Lower Granite,102,12.1,238,31,7.8
3D9.239F856DCB,Secesh River,8/23/2013,235,71,4.2,15.2,4/3/2014,93,Lower Granite,111,12.2,223,40,8
3DD.0077B39C2D,Secesh River,8/11/2017,223,71,4.2,8.5,5/1/2018,121,Lower Granite,106,12.3,263,35,8.1
3DD.0077C39838,Secesh River,8/16/2018,228,71,4,12,4/10/2019,100,Lower Granite,105,13,237,34,9
3DD.003D53C260,Secesh River,8/13/2021,225,71,4.3,14,5/7/2022,127,Lower Granite,105,13.3,267,34,9
3D9.1BF1C50BD8,Secesh River,8/26/2004,239,71,3.7,10,5/1/2005,121,Little Goose,110,12.7,247,39,9
3D9.1BF1C40671,Secesh River,8/26/2004,239,71,3.9,10,4/29/2005,119,Little Goose,112,13.1,245,41,9.2
3DD.003D53C280,Secesh River,8/13/2021,225,71,4.6,14,5/8/2022,128,Lower Granite,113,13.9,268,42,9.3
3D9.1BF1CBFB63,Secesh River,8/29/2003,241,71,4.7,15,4/21/2004,112,Little Goose,112,14.4,236,41,9.7
3DD.003D53CA92,Secesh River,8/13/2021,225,71,4.5,14,4/28/2022,118,Lower Granite,111,14.4,258,40,9.9
3DD.003D53CA7E,Secesh River,8/13/2021,225,71,4.7,14,5/31/2022,151,Lower Granite,114,14.9,291,43,10.2
3DD.007746FE3E,Secesh River,8/17/2014,229,71,3.6,12.9,4/21/2015,111,Lower Granite,110,14.2,247,39,10.6
3DD.0077C409B1,Secesh River,8/15/2018,227,71,4.8,12,4/21/2019,111,Lower Granite,114,15.6,249,43,10.8
3D9.1BF1C67D8A,Secesh River,8/29/2003,241,71,4.3,15,5/31/2004,152,Little Goose,115,17.8,276,44,13.5
384.1B79775C9D,Secesh River,8/20/2015,232,71,3.3,13,4/25/2016,116,Lower Granite,122,17.8,249,51,14.5
3D9.1C2DE894E9,Secesh River,8/20/2015,232,71,4.2,13,4/15/2016,106,Lower Granite,124,19.2,239,53,15
3DD.0077CB7695,Secesh River,8/15/2018,227,71,3.8,10,4/13/2019,103,Lower Granite,126,19.3,241,55,15.5
384.1B7977649D,Secesh River,8/20/2015,232,72,3.9,13,4/27/2016,118,Lower Granite,80,5.5,251,8,1.6
3D9.239F84F222,Secesh River,8/23/2013,235,72,4.6,15.2,4/6/2014,96,Lower Granite,88,7,226,16,2.4
3DD.0077CB60C9,Secesh River,8/16/2018,228,72,6,12,4/25/2019,115,Lower Granite,94,9,252,22,3
384.1B79774D3C,Secesh River,8/20/2015,232,72,3.7,13,4/28/2016,119,Lower Granite,90,7.7,252,18,4
384.1B7976D89A,Secesh River,8/20/2015,232,72,3.8,13,4/12/2016,103,Lower Granite,94,8.9,236,22,5.1
3DD.0077B5516B,Secesh River,8/11/2017,223,72,4.8,8.5,4/13/2018,103,Lower Granite,96,10,245,24,5.2
3DD.00779BBBED,Secesh River,8/15/2016,228,72,5.2,14,4/17/2017,107,Lower Granite,98,10.5,244,26,5.3
3D9.239F869C94,Secesh River,8/27/2011,239,72,4.4,15,4/20/2012,111,Lower Granite,100,9.8,237,28,5.4
3DD.00773B8C58,Secesh River,8/17/2014,229,72,3.9,12.9,5/15/2015,135,Lower Granite,98,10,271,26,6.1
3D9.1C2E099F0F,Secesh River,8/23/2013,235,72,4.3,11,4/19/2014,109,Lower Granite,102,10.5,239,30,6.2
384.1B7977676C,Secesh River,8/20/2015,232,72,3.9,13,4/16/2016,107,Lower Granite,103,10.4,240,31,6.5
3D9.239F86FFCE,Secesh River,8/27/2011,239,72,4.4,15,4/3/2012,94,Lower Granite,106,11.3,220,34,6.9
3D9.1C2DE809EA,Secesh River,8/23/2012,236,72,4.6,14,4/15/2013,105,Lower Granite,106,11.8,234,34,7.2
3DD.0077CB6CDC,Secesh River,8/16/2018,228,72,5.1,12,4/22/2019,112,Lower Granite,110,13.2,249,38,8.1
384.1B7976E9E5,Secesh River,8/20/2015,232,72,3.5,13,4/16/2016,107,Lower Granite,106,11.8,240,34,8.3
3DD.0077B5518E,Secesh River,8/11/2017,223,72,3.8,8.5,4/10/2018,100,Lower Granite,109,12.4,242,37,8.6
3DD.0077B53D1D,Secesh River,8/11/2017,223,72,3.5,8.5,4/22/2018,112,Lower Granite,112,13.3,254,40,9.8
3D9.1BF1CC1130,Secesh River,8/29/2003,241,72,4.3,15,6/7/2004,159,Little Goose,116,16.3,283,44,12
3DD.00779BC515,Secesh River,8/15/2016,228,72,5.7,14,4/21/2017,111,Lower Granite,124,18.1,248,52,12.4
384.1B79776109,Secesh River,8/20/2015,232,72,3.5,13,4/12/2016,103,Lower Granite,116,16.3,236,44,12.8
3D9.1C2DE85981,Secesh River,8/19/2015,231,72,4.4,11,4/13/2016,104,Lower Granite,122,17.8,238,50,13.4
3DD.0077CBA8CC,Secesh River,8/16/2018,228,72,5.1,12,4/29/2019,119,Lower Granite,125,19.4,256,53,14.3
384.1B79742155,Secesh River,8/20/2015,232,72,4.8,13,4/14/2016,105,Lower Granite,125,19.7,238,53,14.9
3D9.1C2DE70007,Secesh River,8/19/2015,231,73,5,11,4/22/2016,113,Lower Granite,88,7.7,247,15,2.7
3D9.1BF1C50B0B,Secesh River,8/26/2004,239,73,4,10,5/9/2005,129,Little Goose,96,8.3,255,23,4.3
3DD.0077464325,Secesh River,8/17/2014,229,73,4.7,12.9,5/8/2015,128,Lower Granite,98,9.5,264,25,4.8
7F7F190405,Secesh River,8/29/1989,241,73,5.1,7,4/14/1990,104,Lower Granite,101,10.4,228,28,5.3
3D9.1C2DA709A6,Secesh River,8/27/2011,239,73,5,15,4/13/2012,104,Lower Granite,100,10.6,230,27,5.6
3D9.1C2DE7E3A6,Secesh River,8/19/2015,231,73,4.2,8.5,4/17/2016,108,Lower Granite,98,10,242,25,5.8
3D9.1C2E03012F,Secesh River,8/19/2015,231,73,3.8,11,4/14/2016,105,Lower Granite,101,9.9,239,28,6.1
3D9.1BF1A7823C,Secesh River,8/26/2004,239,73,4.6,10,5/7/2005,127,Little Goose,105,11.1,253,32,6.5
3DD.00779C11EF,Secesh River,8/16/2016,229,73,5.4,12,4/23/2017,113,Lower Granite,103,12,249,30,6.6
3DD.0077CB6C0A,Secesh River,8/15/2018,227,73,4.8,12,4/21/2019,111,Lower Granite,105,12.3,249,32,7.5
3DD.0077B38AF6,Secesh River,8/11/2017,223,73,4.1,8.5,4/10/2018,100,Lower Granite,107,12,242,34,7.9
3D9.1C2DE84C0F,Secesh River,8/19/2015,231,73,4.8,11,4/13/2016,104,Lower Granite,108,13.3,238,35,8.5
384.1B7976DD51,Secesh River,8/19/2015,231,73,4.6,8.5,5/8/2016,129,Lower Granite,112,13.4,263,39,8.8
3DD.0077CB507A,Secesh River,8/15/2018,227,73,4.8,12,4/24/2019,114,Lower Granite,113,14.1,252,40,9.3
7F7D11405D,Secesh River,8/19/1992,232,73,4.5,10,5/1/1993,121,Little Goose,113,14.8,254,40,10.3
3DD.0077CB6CEE,Secesh River,8/16/2018,228,73,5.3,12,4/22/2019,112,Lower Granite,125,18.2,249,52,12.9
3DD.0077B35F26,Secesh River,8/11/2017,223,74,5.1,8.5,5/10/2018,130,Lower Granite,94,9.3,272,20,4.2
3DD.0077C4110F,Secesh River,8/15/2018,227,74,5.2,10,4/12/2019,102,Lower Granite,104,11.8,240,30,6.6
3D9.239F84F03C,Secesh River,8/24/2013,236,74,4.8,13.5,4/16/2014,106,Lower Granite,108,13.3,235,34,8.5
3D9.1C2DE74AC7,Secesh River,8/19/2015,231,74,6,8.5,4/12/2016,103,Lower Granite,114,14.9,237,40,8.9
3DD.00779BBEFC,Secesh River,8/16/2016,229,74,5.6,12,4/22/2017,112,Lower Granite,115,14.7,248,41,9.1
3DD.0077B583B5,Secesh River,8/12/2017,224,74,3.5,9,4/16/2018,106,Lower Granite,114,14.8,247,40,11.3
7F7D125A1D,Secesh River,8/19/1992,232,74,4.4,10,5/5/1993,125,Little Goose,131,19.5,258,57,15.1
3DD.0077B5895B,Secesh River,8/11/2017,223,74,4.4,8.5,4/13/2018,103,Lower Granite,136,25.2,245,62,20.8
3D9.1BF1CAEA21,Secesh River,8/29/2003,241,75,5,15,5/7/2004,128,Little Goose,94,7.7,252,19,2.7
3DD.00779B9322,Secesh River,8/15/2016,228,75,5.5,14,5/4/2017,124,Lower Granite,95,8.3,261,20,2.8
3D9.1C2DA74AEF,Secesh River,8/26/2011,238,75,5,15,5/11/2012,132,Lower Granite,93,8.3,259,18,3.3
3DD.00779CD718,Secesh River,8/16/2016,229,75,6.2,12,4/26/2017,116,Lower Granite,98,10,252,23,3.8
3DD.00779C039C,Secesh River,8/16/2016,229,75,6.1,12,4/17/2017,107,Lower Granite,99,10.2,243,24,4.1
3D9.1BF1CAFD5D,Secesh River,8/29/2003,241,75,5.3,15,5/9/2004,130,Little Goose,99,9.6,254,24,4.3
384.1B7974B03C,Secesh River,8/11/2017,223,75,2.4,8.5,4/17/2018,107,Lower Granite,97,10.1,249,22,7.7
3DD.0077C3B740,Secesh River,8/16/2018,228,75,4.7,12,4/29/2019,119,Lower Granite,122,16.3,256,47,11.6
3D9.1C2DE84013,Secesh River,8/19/2015,231,76,5.5,11,4/13/2016,104,Lower Granite,93,8,238,17,2.5
3D9.1BF1F70C45,Secesh River,8/26/2004,239,76,5.6,10,5/28/2005,148,Little Goose,101,10.1,274,25,4.5
3D9.1C2DE887DC,Secesh River,8/19/2015,231,76,4.6,11,4/14/2016,105,Lower Granite,102,10,239,26,5.4
3D9.1C2E031305,Secesh River,8/19/2015,231,76,4.7,11,4/12/2016,103,Lower Granite,104,11,237,28,6.3
3D9.1C2DB5D78A,Secesh River,8/27/2011,239,76,5.3,15,4/13/2012,104,Lower Granite,106,11.8,230,30,6.5
3D9.1C2E02D942,Secesh River,8/20/2015,232,76,3.8,13,4/18/2016,109,Lower Granite,104,10.7,242,28,6.9
3DD.0077B5605C,Secesh River,8/11/2017,223,76,4.3,8.5,4/13/2018,103,Lower Granite,108,12,245,32,7.7
3DD.0077CB1FDD,Secesh River,8/15/2018,227,76,6.3,10,4/21/2019,111,Lower Granite,107,14.2,249,31,7.9
3D9.1BF232669F,Secesh River,8/29/2005,241,76,5.4,9,5/23/2006,143,Little Goose,107,13.8,267,31,8.4
