,Site,Project,Longitude,Latitude,Elevation,Year
435,55Woodlands2013,Woodlands,-117.5009667,54.11791667,1147,2013
436,42Foothills2013,Foothills,-117.0359833,53.79876667,1199,2013
437,58Foothills2013,Foothills,-117.0529667,53.83933333,1163,2013
438,56Woodlands2013,Woodlands,-117.2686833,54.07018333,1157,2013
439,33Woodlands2013,Woodlands,-117.51475,54.31878333,1111,2013
440,54Woodlands2013,Woodlands,-117.3541333,54.17545,1159,2013
441,49Foothills2013,Foothills,-116.86635,53.71216667,1122,2013
442,33Foothills2013,Foothills,-116.7801333,53.69225,1030,2013
443,45Woodlands2013,Woodlands,-117.5414833,54.45721667,853,2013
444,34Foothills2013,Foothills,-116.6807333,53.63461667,1015,2013
445,48Woodlands2013,Woodlands,-117.3823833,54.37635,914,2013
446,55Foothills2013,Foothills,-116.9132167,53.91088333,1071,2013
447,46Woodlands2013,Woodlands,-117.4516167,54.46923333,840,2013
448,47Woodlands2013,Woodlands,-117.2486167,54.28375,1009,2013
449,60Foothills2013,Foothills,-116.7824167,53.82225,1074,2013
450,37Foothills2013,Foothills,-116.7471167,53.80325,1211,2013
451,57Woodlands2013,Woodlands,-116.99665,54.06005,1130,2013
452,36Foothills2013,Foothills,-116.73695,53.80098333,1220,2013
453,38Foothills2013,Foothills,-116.6575,53.75673333,1059,2013
454,39Woodlands2013,Woodlands,-117.2204833,54.38028333,900,2013
455,44Foothills2013,Foothills,-116.1620333,53.36145,1035,2013
456,35Foothills2013,Foothills,-116.55185,53.75656667,1038,2013
457,39Foothills2013,Foothills,-116.5171,53.7504,1056,2013
458,45Foothills2013,Foothills,-116.2771333,53.51998333,983,2013
459,31Foothills2013,Foothills,-116.4755,53.82225,1085,2013
460,32Foothills2013,Foothills,-116.48465,53.8538,1089,2013
461,43Foothills2013,Foothills,-116.0703667,53.47495,1020,2013
462,47Foothills2013,Foothills,-116.0703333,53.47495,930,2013
463,57Foothills2013,Foothills,-115.8927333,53.32486667,1001,2013
464,59Foothills2013,Foothills,-115.8316833,53.28373333,999,2013
465,37Woodlands2013,Woodlands,-116.8854167,54.35238333,854,2013
466,32Woodlands2013,Woodlands,-116.6189167,54.08968333,1046,2013
467,51Foothills2013,Foothills,-116.178,53.65393333,886,2013
468,42Peace2013,Peace,-118.5858833,56.12376667,672,2013
469,44Woodlands2013,Woodlands,-116.6892833,54.32415,937,2013
470,34Woodlands2013,Woodlands,-116.4804,54.13176667,991,2013
471,50Foothills2013,Foothills,-115.9760833,53.65628333,892,2013
472,36Woodlands2013,Woodlands,-116.3444,54.05631667,1037,2013
473,49Woodlands2013,Woodlands,-116.4538167,54.2353,896,2013
474,54Foothills2013,Foothills,-115.6452,53.49241667,910,2013
475,43Woodlands2013,Woodlands,-116.3124167,54.16111667,889,2013
476,41Woodlands2013,Woodlands,-116.6351667,54.53981667,799,2013
477,35Woodlands2013,Woodlands,-116.6158,54.54156667,781,2013
478,32Peace2013,Peace,-119.0860333,57.06841667,904,2013
479,46Peace2013,Peace,-118.5969833,56.61855,838,2013
480,31Woodlands2013,Woodlands,-116.0956833,54.13285,864,2013
481,52Woodlands2013,Woodlands,-116.3954833,54.44006667,1018,2013
482,31Peace2013,Peace,-118.7886667,56.86046667,0,2013
483,51Woodlands2013,Woodlands,-116.3582667,54.48126667,1013,2013
484,33Peace2013,Peace,-119.1224333,57.25188333,0,2013
485,39Peace2013,Peace,-118.4499833,56.60515,0,2013
486,56Foothills2013,Foothills,-116.5757333,54.83246667,1126,2013
487,50Woodlands2013,Woodlands,-116.08055,54.3638,962,2013
488,51Peace2013,Peace,-118.30665,56.70781667,0,2013
489,53Woodlands2013,Woodlands,-115.4830167,53.92443333,869,2013
490,42Woodlands2013,Woodlands,-115.5831,54.3634,928,2013
491,47Peace2013,Peace,-118.3602,57.19701667,723,2013
492,44Peace2013,Peace,-118.3667833,57.20635,712,2013
493,45Peace2013,Peace,-118.3925,57.26926667,777,2013
494,34Peace2013,Peace,-119.06205,58.00238333,0,2013
495,40Woodlands2013,Woodlands,-115.4873667,54.5536,1010,2013
496,41Peace2013,Peace,-117.2117,56.65098333,520,2013
497,43Peace2013,Peace,-117.20815,56.65431667,513,2013
498,36Peace2013,Peace,-117.5308667,57.38158333,688,2013
499,52Peace2013,Peace,-116.2351167,56.15498333,695,2013
500,40Peace2013,Peace,-115.9725833,56.91053333,756,2013
501,86-12-W6Peace2014,Peace,-119.8538333,56.44915,0,2014
502,86-13-W6Peace2014,Peace,-119.8879167,56.66805,1049,2014
503,88-07-W6Peace2014,Peace,-119.0352833,56.64581667,998,2014
504,87-05-W6Peace2014,Peace,-118.6859333,56.58733333,867,2014
505,89-06-W6Peace2014,Peace,-118.8317167,56.73903333,975,2014
506,88-04-W6Peace2014,Peace,-118.5602833,56.6218,820,2014
507,92-03-W6Peace2014,Peace,-118.9142333,57.02871667,813,2014
508,88-03-W6Peace2014,Peace,-118.3982167,56.60565,756,2014
509,97-06-W6Peace2014,Peace,-118.9224167,57.39165,860,2014
510,93-03-W6Peace2014,Peace,-118.3246333,57.10453333,862,2014
511,108-10-W6Peace2014,Peace,-119.5853667,58.37448333,492,2014
512,94-03-W6Peace2014,Peace,-118.3586333,57.19796667,724,2014
513,95-03-W6Peace2014,Peace,-118.3937667,57.27016667,868,2014
514,110-09-W6Peace2014,Peace,-119.4412167,58.5437,479,2014
515,107-06-W6Peace2014,Peace,-118.9288333,58.28765,530,2014
516,88-21-W6Peace2014,Peace,-117.2081167,56.65046667,516,2014
517,84-18-W5Peace2014,Peace,-116.7141333,56.26683333,675,2014
518,96-22-W5Peace2014,Peace,-117.5440333,57.34998333,702,2014
519,97-22-W5Peace2014,Peace,-117.5446,57.39905,706,2014
520,82-15-W5Peace2014,Peace,-116.2371333,56.15166667,674,2014
521,98-22-W5Peace2014,Peace,-117.4966333,57.47898333,649,2014
522,84-14-W5Peace2014,Peace,-116.1023333,56.28178333,755,2014
523,91-13-W5Peace2014,Peace,-116.0263833,56.89056667,782,2014
524,106-06-W5Peace2014,Peace,-116.5186,58.16808333,342,2014
525,8612W6Peace2015,Peace,-119.8362167,56.42858333,709,2015
526,8807W6Peace2015,Peace,-119.0296833,56.4783,0,2015
527,8705W6Peace2015,Peace,-118.6863167,56.58796667,878,2015
528,8906W6Peace2015,Peace,-118.82155,56.73798333,0,2015
529,9706W6Peace2015,Peace,-118.9345167,57.40533333,791,2015
530,9403W6Peace2015,Peace,-118.37535,57.20683333,726,2015
531,11009W6Peace2015,Peace,-119.4424167,58.54391667,629,2015
532,10706W6Peace2015,Peace,-118.92245,58.29281667,548,2015
533,9622W5Peace2015,Peace,-117.5443167,57.34985,687,2015
534,8215W5Peace2015,Peace,-116.2229833,56.46635,592,2015
535,9113W5Peace2015,Peace,-116.0261333,56.89051667,758,2015
536,8807W6MPeace2016,Peace,-119.0279833,56.65378333,1029,2016
537,8704W6MPeace2016,Peace,-118.4935833,56.54636667,864,2016
538,8803W6MPeace2016,Peace,-118.43495,56.58713333,788.8,2016
539,11009W6Peace2016,Peace,-119.4410333,58.54383333,631,2016
540,10606W6Peace2016,Peace,-118.9279167,58.2365,605.6,2016
541,9622W5MPeace2016,Peace,-117.5474,57.31141667,644,2016
